Read_length,GC_count,FF
11.21021514373968,111.23284350099598,19.05270566
11.206083746423579,111.34090260035018,17.77207002
11.189647209617767,111.40036881510298,16.2
11.19213139614669,111.15378294331238,14.98773265
11.196457348893226,111.27328964900035,17.65618359
11.154904795957979,111.04379464021972,7.967291453
11.13869285106416,111.03316815896005,7.849716503
11.181856710564482,111.2414583565604,14.03968765
11.158535446114506,111.10013936129349,10.70671101
11.19942570338548,111.31768830262611,18.68905662
11.201123868276769,111.3145988435599,19.31767412
11.173143109390761,111.06856785334313,7.5944319689999995
11.181475928593713,111.19469852216055,13.49528381
11.177093497402035,111.06952476849517,7.273597656000001
11.187169024137626,111.0655792442291,10.58815228
11.156679971738765,111.11490410862152,3.9327198560000003
11.200109914713334,111.27729531540835,14.65561364
11.200000958632538,111.28651953856983,15.17579437
11.195736384399947,111.16370461936137,13.18835498
11.183318047786155,111.13525101448167,9.421162447999999
11.205687884884162,111.28148878179452,15.88125012
11.170804783987036,111.18521781161662,5.841807891
11.170333172444458,111.51823557549638,6.32
11.185642861166738,111.00096913124312,8.563708562999999
11.170748428847276,111.12890464176526,14.01208635
11.163235778259743,111.14358040390152,11.06119014
11.172456474057949,111.11040087888607,9.606105457
11.197083693996165,111.28696473563794,20.84089456
11.168126419506661,111.16310291414206,6.584798784
11.185063582799831,111.2561186075275,11.93610715
11.175895949016654,111.10114020424103,7.867940132999999
11.177689962072096,111.1685700432417,11.89238704
11.174529214560316,111.03353120072738,9.339537262
11.182092816761735,111.645476758679,11.86
11.170327889828634,110.99192813513204,6.4934323560000005
11.17007514223634,111.03821997271321,6.266451328
11.209225548489904,111.32713472366831,20.02806695
11.181568991391856,111.244211042347,11.6507061
11.186714566895143,111.0910220496778,11.15169536
11.184037144121085,111.1818052541685,12.29296801
11.171784615980279,111.08238563749023,6.19295638
11.191112505895877,111.26336315740905,16.5263323
11.166816642178736,111.02604756231958,5.646479871
11.175163384116397,111.12869650809962,9.504093017
11.17595425189046,111.0880375560536,7.9857263970000005
11.215180804612366,111.51423950981442,32.46397677
11.176987781894569,111.19202606144123,9.675845857
11.178708416051759,111.14617600213955,9.393768843
11.202650609792034,111.3639222563759,16.09160489
11.180075477365621,111.13978391961321,8.681673906
11.161127175212988,110.9881864317546,5.4943824910000005
11.171273227269626,111.13065168067814,8.225524114
11.208756334093934,111.19952134582802,13.4945186
11.18380361739493,111.24086952320408,8.545923258
11.192782618627126,111.17978043530361,11.65774683
11.18634166449628,111.2226862979793,8.909571964
11.137972935575881,111.21848299726032,7.949596897999999
11.1392752838781,111.06381876430729,4.79314244
11.156587300178947,111.24418421854082,10.104355199999999
11.162817279259684,111.25137346757217,13.07156538
11.155282659151116,111.22663940888015,8.590257856000001
11.16287350336913,111.24939965346528,12.64272468
11.131560251910278,111.05125455799605,4.728171999
11.150058352284095,111.01098679866315,6.182298812000001
11.15827902775649,111.21037975206096,11.4042188
11.182710699156344,111.03951195056018,9.428704892
11.163362639507406,110.97309418976256,9.720012796
11.164502235710728,111.30183683554341,13.99154506
11.12169454125133,110.94875109464051,4.503280193999999
11.120254204196746,110.99087934416278,4.097806487
11.191384848429053,111.2281434750212,11.54760302
11.194699427477218,111.21062231691117,15.16218984
11.187991140096454,111.1613428313585,9.901748329
11.199959726223529,111.13608016964834,12.82463692
11.184664322969045,111.21137375095903,8.006621672
11.183477515370969,111.06009978352566,7.914875167999999
11.195061719358607,111.19426552162167,11.60739591
11.188873200566126,111.21715879064611,12.26537604
11.191252886529236,111.13565450766487,11.87
11.193075250588318,111.0993280474584,11.66850744
11.196603639298193,111.23762991633191,12.46696191
11.19822771567568,111.18065284148952,11.26922106
11.190423083379946,111.07445796386669,10.20136391
11.16242010285823,111.07949756872286,3.3876483360000003
11.189775432369126,111.21220260679104,6.911503809
11.18522780765245,111.11240273577478,7.726174679
11.165993011713764,110.9455889756296,3.5760626789999996
11.170073729632374,111.00630590599981,4.350152497
11.172601974419807,111.18049806553256,7.966776032
11.180574663488011,111.05887567441364,7.291800452
11.188910181120761,111.18096009270155,10.69811888
11.186057143061953,111.18398233206858,8.558821622
11.194076562039063,111.19220927786951,13.83894182
11.190543565496744,111.18172244905357,9.473978534
11.200820505482644,111.28165032337492,15.70239426
11.191057810141528,111.16546200533526,9.117622602
11.196903748428428,111.2444720050922,12.35312498
11.190492739921416,111.1327825306525,10.10095999
11.199616416059976,111.3457821788134,14.15288721
11.175795015714032,111.08954370393056,9.1362994
11.176038444985103,111.16298552066709,12.24851185
11.166345698979706,111.21501578598543,13.85423836
11.151736519550104,111.19801422936764,9.391285157999999
11.153839073210142,111.17289719150676,12.09672939
11.14433660825625,111.11469461440348,7.566714547
11.129357554860333,111.08748526869672,4.886853459
11.186509816843806,111.1047914341116,11.02921306
11.196272573441195,111.15523433894198,14.66239838
11.172107551077909,110.93599957209756,7.4761833
11.152094033326584,111.2328295287294,9.707504597
11.149518912228379,111.02535120504743,5.783874982
11.204230177654122,111.28125534606048,16.36319888
11.183537722639564,111.08097791831128,8.276908345
11.195002655302794,111.18254747473709,13.70992619
11.16097165500615,111.060485036457,5.1408152519999994
11.194501035209848,111.25912395637265,14.3
11.201796859380513,111.24064429491864,15.58203431
11.177157481675708,111.04787397218868,6.05992618
11.18748931969901,111.17218070634456,11.45401674
11.189923587406685,111.18362315157731,8.287903335
11.19029015561813,111.05417466625224,7.360449041
11.178589383521045,110.98546051611268,5.822717546
11.202630453040706,111.259492361564,14.15429036
11.204889356208055,111.42602909014457,22.0153492
11.185470076525709,111.12310513753437,8.203860544
11.199067269026099,111.24096547970763,14.22757354
11.182242342214227,111.1133136464291,6.06368529
11.182721509585505,111.1639917467825,13.99119518
11.172299489869387,111.13045367991533,8.492897387000001
11.19648473153535,111.30870802723989,18.57199819
11.18089443001493,111.10719332695723,11.02445247
11.17573017910135,110.97828835626959,7.799168282999999
11.183771341183103,111.16303596919867,10.71865586
11.181350741317518,111.24463560314075,11.15330166
11.18318931746188,111.07471719998527,10.56890534
11.19332315013501,111.24334745616439,15.07010922
11.197127919034669,111.25344587658788,15.89002012
11.19077209412863,111.24105427965135,10.689663000000001
